"11063","création","créer","se traduire par","une bosse au niveau du cou (buffalo neck). Ils diminuent le taux de protides et peuvent entraîner une hypoprotidémie. Sur les électrolytes L’effet minéralocorticoïde Il se traduit par une rétention d’eau, de sodium et une perte de potassium. Ceci explique qu’un régime sans sel est souvent","oui","","FR/Cancer du sein/Vulgarisation/page59","Cancer du sein","Vulgarisation","se traduit par une rétention","",""
"11064","création","créer","se traduire par","préconisé ainsi que l’adjonction de potassium lorsque le traitement est prolongé et / ou utilise des fortes doses.. Une hypocalcémie et / ou une hypophosphorémie Elle peut se traduire par une diminution des réserves par un effet anti-vitamine D. Une baisse du taux de phosphore peut être observée se traduisant par","oui","","FR/Cancer du sein/Vulgarisation/page59","Cancer du sein","Vulgarisation","se traduire par une diminution","",""
"11065","création","créer","se traduire par","hypocalcémie et / ou une hypophosphorémie Elle peut se traduire par une diminution des réserves par un effet anti-vitamine D. Une baisse du taux de phosphore peut être observée se traduisant par une hypophosphorémie . Si vous devez avoir un traitement au long cours, votre médecin vous precrira de la vitamine D,","oui","","FR/Cancer du sein/Vulgarisation/page59","Cancer du sein","Vulgarisation","se traduisant par une hypophosphorémie","",""
"11066","création","créer","se traduire par","comme l’Actonel ™, le Boniva ™ ou le Fosamax ™. Les effets hormonaux Les autres effets hormonaux sont variables : 4 La prolactine est diminuée ce qui se traduit par une diminution de la lactation, 4 L’hormone de croissance est diminuée, ce qui peut ralentir la croissance chez les","oui","","FR/Cancer du sein/Vulgarisation/page59","Cancer du sein","Vulgarisation","se traduit par une diminution","",""
"11067","création","créer","se traduire par",". Des médicaments spécifiques sont alors nécessaires pour contre balancer cet effet. Les effets sur le système nerveux central (S. N. C.) Ils peuvent se traduire par une augmentation de l’appétit (effet orexigène), un effet antipyrétique. Ils se traduisent aussi par des troubles de","oui","","FR/Cancer du sein/Vulgarisation/page59","Cancer du sein","Vulgarisation","se traduire par une augmentation","",""
"11068","création","créer","se traduire par","bloquer un récepteur spécifique, ErbB2, présent en surabondance chez certaines femmes atteintes d'un cancer du sein. En effet, la présence en surnombre de ce récepteur se traduit par la surproduction d'une protéine, elle-même à l'origine de la survenue du cancer. Couplée à une chimiothérapie, l'","oui","","FR/Cancer du sein/Vulgarisation/page8","Cancer du sein","Vulgarisation","se traduit par la surproduction","",""
"11069","création","créer","se traduire par","L’altération est plus faible à la base des terrains, zone où les émanations hydrothermales riches en H2S restent à l’abri de l’air. Cette altération ne se traduit pas seulement par l’aspect des produits (blancs, rouges ou jaunes, alvéolaires et friables) mais également par la modification de leur","plutôt oui","","FR/Volcan/Scientifique/23","Volcan","Scientifique","se traduit pas seulement par l’aspect","",""
"11070","création","créer","se traduire par","de plusieurs kilomètres. Mais il ne s’agit pas pour autant d’un phénomène normal dans un tel contexte, où le scénario habituel voit cette concentration des gaz se traduire par une explosivité accrue dans la portion haute des fissures (installation des cônes de scories les plus volumineux du côté amont)","oui","","FR/Volcan/Scientifique/29","Volcan","Scientifique","se traduire par une explosivité","",""
"11071","création","créer","se traduire par","incompatible avec la présence d’une surface d’eau libre, mais des nappes phréatiques sont incontestables. Le volcanisme basique du secteur présente d’ailleurs des caractères phréatomagmatiques qui se traduisent par l’existence des deux maars de Montcineyre et Estivadoux (Bourdier, 1980). Fig. 1 - Coupes géologiques schématiques","oui","","FR/Volcan/Scientifique/36","Volcan","Scientifique","se traduisent par l’existence","",""
"11072","création","créer","se traduire par","1979). Le volcanisme plio-pleistocène sarde s’est mis en place à travers un substratum parfois très ancien qui a subi una histoire tectonique complexe. L’orogenèse tardihercynienne se traduit par la formation d’un réseau de décrochements d’orientation NE-SW dans la partie NE de l’île, à peu près NS","oui","","FR/Volcan/Scientifique/37","Volcan","Scientifique","se traduit par la formation","",""
"11073","création","créer","se traduire par","écoulements pyrodastiques et la mise en place de coulées de laves massives visqueuses, voire dé dômes. La longue période de repos (non datée) qui intervient ensuite se traduit par une érosion importante des flancs et du cratère central du volcan. Cet ensemble constitue donc l’édifice ancien de la Montagne","oui","","FR/Volcan/Scientifique/38","Volcan","Scientifique","se traduit par une érosion","",""
"11074","création","créer","se traduire par","un substratum fragile, soumis à une compression régionale ainsi que des résultats expérimentaux. Nous montrons que la charge de l'édifice induit une perturbation de la déformation régionale se traduisant par une déflexion et une horizontalisation des structures compressives régionales. Le contrôle tectonique est de nature topographique. Nous discutons ensuite certaines","oui","","FR/Volcan/Scientifique/autre1","Volcan","Scientifique","se traduisant par une déflexion","",""
"11075","création","créer","se traduire par","les rôles des pôles mantelliques HIMU et EM apparaissent significatifs. Les rapports LREE / HREE des BSO sont bas par rapport à ceux des basaltes alcalins, ce qui se traduit par une pente plus faible (Fig. 5). Par exemple, LaN / YbN est compris entre 7, 6","plutôt oui","ce : déterminer à quoi cela correspond","FR/Volcan/Scientifique/bard4","Volcan","Scientifique","se traduit par une pente","",""
"11076","création","créer","se traduire par","de m3 soit 16 % du dôme). L'événement dure 55 minutes. Un cratère de 200 m de large se forme au sommet du dôme. Ceci se traduit aussi par une importante colonne cendreuse de 15 km de haut. Le nuage atteint Antigua (50 km au NW), la Guadeloupe","plutôt oui","ceci ?","FR/Volcan/Scientifique/geo15","Volcan","Scientifique","se traduit aussi par une importante colonne","",""
"11077","création","créer","se traduire par","bombes sont fuselées ou en bouse de vache, les éléments énallogènes sont rares, la stratification est fruste. Dans un dépôt de maar, la rhytmicité des explosions se traduit par une stratification très nette ; les fragments anguleux du substratum peuvent être prépondérants ; les produits juvéniles peu ou pas vésiculés (","oui","","FR/Volcan/Scientifique/geo16","Volcan","Scientifique","se traduit par une stratification","",""
"11078","création","créer","se traduire par","Sigurdsson et Wilson (1977) comme responsable majeur d’un grand nombre d’éruptions explosives. La mise en contact des deux magmas de propriétés physico-chimiques bien différentes va se traduire par une brusque modification des paramètres thermodynamiques. Cependant, l’équilibre thermique est atteint beaucoup plus rapidement que l’équilibre chimique (et","plutôt oui","","FR/Volcan/Scientifique/geo3","Volcan","Scientifique","se traduire par une brusque modification","",""
"11079","création","créer","se traduire par","la plupart, détruits par l’éruption, ont pu être remplacés par un don de USGS. Les données sont transmises en continu à l’observatoire. Chaque explosion se traduit par un signal sismique caractéristique : on en dénombre 3 000 à 5 000 par mois depuis le début de l’année 1996","oui","","FR/Volcan/Scientifique/geo7","Volcan","Scientifique","se traduit par un signal","",""
"11080","création","créer","se traduire par",", une chambre magmatique se refroidit parce qu’elle perd sa chaleur au profit des roches encaissantes plus froides. Le refroidissement s'effectue à partir des bords, et se traduit par la formation de couches limites froides qui avancent progressivement dans le corps du liquide (fig. 2). On se","oui","","FR/Volcan/Scientifique/geo8","Volcan","Scientifique","se traduit par la formation","",""
"11081","création","créer","se traduire par","en domaines intra-plaques ou dans des rifts, eu égard à la distribution des grands lopolites de la classe 1 (Ol-Opx). Les processus magmatiques liés au rifting se traduisent par la présence de : • vastes intrusions (relevant essentiellement de la classe 1) disposées le long de sutures à l’","plutôt oui","","FR/Volcan/Scientifique/geo8","Volcan","Scientifique","se traduisent par la présence","",""
"11082","création","créer","se traduire par","Dans ce cas là, le liquide résiduel, qui en est issu, est donc enrichi en silice (Mervoyer et al., 1973), ce qui se traduit d’ailleurs par l’apparition d’orthopyroxènes dans les termes intermédiaires (Maury, 1976). La série volcanique du Mont-Dore évolue sous une","plutôt oui","","FR/Volcan/Scientifique/lave5","Volcan","Scientifique","se traduit d’ailleurs par l’apparition","",""
"11083","création","créer","se traduire par","et Pacifique, sur l'un des maillons actifs de la "" ceinture de feu "" du Pacifique. Dans l'île du Nord, la rencontre des deux plaques se traduit par la formation d'une zone de subduction très active (Figure 1). La plaque Pacifique plonge sous la plaque Indo-Australienne","oui","","FR/Volcan/Scientifique/lave7","Volcan","Scientifique","se traduit par la formation","",""
"11084","création","créer","se traduire par","le groupe Sud) qui a émis les 28 et 29 août des panaches cendreux jusqu’à 4 700 mètres d’altitude. Geysers, solfatares, hydrothermalisme Le volcanisme se traduit aussi par une activité hydrothermale importante, telle celle de la solfatare de la caldeira d’Uzon (12 x 9 km).","oui","","FR/Volcan/Scientifique/lave8","Volcan","Scientifique","se traduit aussi par une activité","",""
"11085","création","créer","se traduire par","les Australes. Dans l'archipel de la Société, l'île la plus jeune, située le plus au sud-est, est Mehetia. L'activité du point chaud se traduit également par l'existence de plusieurs volcans sous-marins, baptisés Teahitia, Moua Pihaa et Rocard. En direction du nord-ouest, on trouve","oui","","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","se traduit également par l'existence","",""
"11086","création","créer","se traduire par","émis à une température de l'ordre de 1000° C, vaporise brutalement une importante quantité d'eau. Le passage de l'eau liquide à l'état vapeur se traduit par une augmentation de volume considérable, qui donne un caractère hautement explosif à l'éruption. Le magma, refroidi de plusieurs","plutôt oui","","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","se traduit par une augmentation","",""
"11087","création","créer","se traduire par",". Une "" plaque "" dérivant au-dessus de celui-ci, qui reste fixe, explique les alignements d'îles, de plus en plus jeunes. L'édification de chacune se traduit par une triple évolution . Du point de vue morphologique, un volcan sous-marin émerge pour devenir un bouclier aérien, immédiatement oblitéré par","oui","","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","se traduit par une triple évolution","",""
"11088","création","créer","se traduire par","Indien-Australie "" plonge, en effet, sous la plaque "" Eurasie "". Bien entendu, cette plongée (ou subduction) se fait par à-coups, dont chacun se traduit par un tremblement de terre plus ou moins violent. Dans les années récentes, la terre a, notamment, tremblé à","oui","","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","se traduit par un tremblement","",""
"11089","création","créer","se traduire par",". De fortes émissions de vapeur ont été observées sur le flanc nord du dôme, et de nouvelles explosions pourraient survenir "" avec ou sans signes avant-coureurs "", se traduisant par la chute de pierres et de cendres sur toute l'île, tandis que des coulées pyroclastiques sont attendues sur toutes les","plutôt oui","","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","se traduisant par la chute","",""
"11090","création","créer","se traduire par","effets mesurables sur les températures de l'atmosphère et en particulier dans la stratosphère. Une augmentation brusque de l'échelle de l'activité volcanique dans le monde devrait probablement se traduire par un net refroidissement "". Mais il souligna par ailleurs qu'il n'était pas possible d'établir un lien direct entre les","oui","","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","se traduire par un net refroidissement","",""
"11091","création","créer","se traduire par","inclinaison, effectués au moyen d'un niveau de précision, permettent une évaluation plus complète des déformations du volcan. Avant une éruption, la remontée du magma peut se traduire par un gonflement du volcan. Cette station laser automatique mesure une fois par minute la distance entre les deux bords du cratère","oui","","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","se traduire par un gonflement","",""
"11092","création","créer","se traduire par","Après avoir dévalé les flancs de l'édifice volcanique, elles arrivent sur la plage au contact de l'eau de mer. Cette rencontre particulièrement explosive (4) se traduit par la vaporisation instantanée d'une grande quantité d'eau et l'éjection de lambeaux de lave. En progressant et en se","oui","","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","se traduit par la vaporisation","",""
"11093","CREATION","créer","induire",", Kuerer et al. [18] concluent qu’une RCH prédit une excellente survie sans rechute, tandis que l’absence de réponse, voire une progression, induirait une survie sans rechute médiocre. Une autre étude réalisée au centre Jean-Perrin [13] montre que le taux de survie","oui","","FR/Cancer du sein/Scientifique/page10","Cancer du sein","Scientifique","induirait une survie","",""
"11094","CREATION","créer","induire","travail collectif y ont été ajoutées. Le problème abordé ici est celui des gènes de prédisposition aux cancers du sein, c’est-à-dire des gènes dont les mutations délétères induisent un sur-risque de cancer considérable en termes de risque absolu. Les gènes de susceptibilité s’intégrant dans le cadre des maladies","oui","","FR/Cancer du sein/Scientifique/page18","Cancer du sein","Scientifique","induisent un sur-risque","",""
"11095","CREATION","créer","induire","extrêmement denses ont une probabilité presque deux fois plus forte d’avoir un faux positif mammographique que celles qui ont des seins graisseux [49]. Les faux négatifs induisent un retard au traitement. Une revue rétrospective des mammographies précédentes, après la découverte d’un cancer du sein, a","oui","","FR/Cancer du sein/Scientifique/page18","Cancer du sein","Scientifique","induisent un retard","",""
"11096","CREATION","créer","induire",", que la mammographie ne doit pas disparaître au profit de l’IRM (en raison des 8 cas visibles uniquement en mammographie). Deuxièmement, que l’IRM induit un gain significatif en termes de sensibilité (71 versus 40 %) mais que ce gain est assorti d’une baisse","oui","","FR/Cancer du sein/Scientifique/page18","Cancer du sein","Scientifique","induit un gain","",""
"11097","CREATION","créer","induire",". Notre analyse présente certaines limites, au premier rang desquelles on trouve l’utilisation de données de consommation de ressources issues d’un essai clinique randomisé. Les biais induits par l’utilisation des données d’un essai clinique sont bien identifiés. Ils concernent principalement l’ensemble des visites et procédures faisant","plutôt oui","","FR/Cancer du sein/Scientifique/page19","Cancer du sein","Scientifique","induits par l’utilisation","",""
"11098","CREATION","créer","induire","La suppression ovarienne, en diminuant le taux d’œstradiol, pourrait faciliter l’action du tamoxifène, d’autant plus que celui-ci, par le biais d’une stimulation hypophysaire, induit une augmentation de la sécrétion ovarienne d’œstradiol. Outre les effets fonctionnels de la stimulation ovarienne, l’œstradiol ainsi sécrété","oui","anaphore","FR/Cancer du sein/Scientifique/page22","Cancer du sein","Scientifique","induit une augmentation","",""
"11099","CREATION","créer","induire","cristallographie, permettant de visualiser chaque ligand à l’intérieur du domaine de liaison de l’hormone, ont permis de montrer que la liaison de chaque ligand au RE induit une conformation ligand-RE différente et unique [12]. Les RE activés peuvent alors interagir avec différentes protéines co-régulatrices (co-régulateurs","oui","","FR/Cancer du sein/Scientifique/page24","Cancer du sein","Scientifique","induit une conformation","",""
"11100","CREATION","créer","induire","Au niveau de l’endomètre, le tamoxifène entraîne une activation de la transcription des gènes œstrogénodépendants par recrutement de co-activateurs (effet agoniste) [31]. Il induit la formation de o-quinolone qui forme des adduits avec les déoxynucléosides [32]. Il est responsable de l’augmentation de","oui","anaphore","FR/Cancer du sein/Scientifique/page24","Cancer du sein","Scientifique","induit la formation","",""
"11101","CREATION","créer","induire","d’aromatase [42]. L’aminoglutéthimide (Orimétène ®), le premier inhibiteur d’aromatase a été initialement développé comme anticonvulsivant, mais fut abandonné car il induisait une insuffisance surrénalienne. Il fut alors montré qu’il inhibait plusieurs enzymes de la stéroïdogenèse et fut utilisé pour induire une","oui","anaphore","FR/Cancer du sein/Scientifique/page24","Cancer du sein","Scientifique","induisait une insuffisance","",""
"11102","CREATION","créer","induire","cas et surestime la taille tumorale dans 31 % des cas. Discussion L’évaluation clinique et radiologique de la réponse à la CTI peut être gênée par la fibrose induite par le traitement . Il est maintenant clairement établi que, outre l’envahissement histologique des ganglions axillaires et le nombre de ganglions","oui","passif","FR/Cancer du sein/Scientifique/page27","Cancer du sein","Scientifique","induite par le traitement","",""
"11103","CREATION","créer","induire","sur laquelle se fixe le complexe récepteur-œstrogène) sur le gène BRCA1 et que le mécanisme d’induction paraît être indirect [24]. Par ailleurs, les œstrogènes induisent un phénotype distinct au niveau de la glande mammaire chez des souris hétérozygotes pour des mutations BRCA1 et BRCA2 [25]","oui","","FR/Cancer du sein/Scientifique/page28","Cancer du sein","Scientifique","induisent un phénotype","",""
"11104","CREATION","créer","induire","de BRCA2 entraîne une inhibition de la croissance et de la différenciation œstrogéno-induites. En conclusion, BRCA1 et BRCA2 pourraient participer activement à la prolifération et à la différenciation induite par les œstrogènes , en particulier au cours des périodes d’exposition hormonale importante. REα et BRCA1 Les œstrogènes se fixent sur","oui","passif","FR/Cancer du sein/Scientifique/page28","Cancer du sein","Scientifique","induite par les œstrogènes","",""
"11105","CREATION","créer","induire","œstrogéno-induits. Ainsi, une des fonctions essentielles de BRCA1 durant la puberté et la grossesse pourrait être de protéger le sein contre l’instabilité génétique secondaire à la prolifération induite par les œstrogènes via l’activation du REα, d’induire la différenciation et de réparer les lésions de l’ADN. Une","oui","passif","FR/Cancer du sein/Scientifique/page28","Cancer du sein","Scientifique","induite par les œstrogènes","",""
"11106","CREATION","créer","induire","de pilules minidosées ou de microprogestatifs a cependant été évoquée. THM L’indication du THM chez les femmes à haut risque familial, que la ménopause soit spontanée ou induite par une ovariectomie prophylactique, est une question fréquente en pratique clinique. La mise en évidence récente d’une augmentation modérée,","oui","passif","FR/Cancer du sein/Scientifique/page28","Cancer du sein","Scientifique","induite par une ovariectomie","",""
"11107","CREATION","créer","induire","et la gemcitabine. Immunologie Les modifications immunologiques ont été étudiées chez des patients traités par docetaxel comparés à des sujets sains [38]. Un traitement par docetaxel induit une réaction lymphocytaire mixte, une activation des cellules natural killer et LAK, de même qu’une sécrétion d’interféron γ","oui","","FR/Cancer du sein/Scientifique/page32","Cancer du sein","Scientifique","induit une réaction","",""
"11108","CREATION","créer","induire","estrogènes libres par le tamoxifène avec le maintien d’une activité agoniste partielle. Ainsi, le complexe tamoxifène-récepteur n’est plus réactif à la diminution importante des estrogènes circulants induite par l’anastrozole [21]. La dernière analyse de la tolérance a confirmé les données de l’analyse préliminaire dont le","plutôt oui","","FR/Cancer du sein/Scientifique/page37","Cancer du sein","Scientifique","induite par l’anastrozole","",""
"11109","CREATION","créer","induire","en tandem mais sans chimiothérapie d’induction (en front-line), chez 92 patients. L’intérêt potentiel de cette stratégie est de prévenir la survenue d’une chimiorésistance induite par la chimiothérapie d’induction ; ses inconvénients sont de ne pas pouvoir sélectionner les patientes chimiosensibles et de réaliser un recueil de","oui","passif","FR/Cancer du sein/Scientifique/page38","Cancer du sein","Scientifique","induite par la chimiothérapie","",""
"11110","CREATION","créer","induire","de dépasser le seuil des 30 % de réponses pathologiques complètes. Si la toxicité hématologique est de toute évidence supérieure à celle de la chimiothérapie conventionnelle, la mortalité induite par les intensifications reste le plus souvent acceptable et inférieure à 2 %, sauf dans l’essai Pegase 05 (3,","plutôt oui","passif","FR/Cancer du sein/Scientifique/page38","Cancer du sein","Scientifique","induite par les intensifications","",""
"11111","CREATION","créer","induire","/ ou régulée par des gènes impliqués dans la carcinogenèse. Trois études [10, 11] réalisées avec des cellules normales ou tumorales ont rapporté que l’hypoxie induit l’expression de CXCR4. À partir de ces données, une équipe s’est intéressée au rôle du gène VHL dans","oui","","FR/Cancer du sein/Scientifique/page39","Cancer du sein","Scientifique","induit l’expression","",""
"11112","CREATION","créer","induire","ces données, une équipe s’est intéressée au rôle du gène VHL dans la régulation de CXCR4 [12]. Les résultats montrent que la suppression de VHL induit l’hyperexpression de CXCR4. Cette hyperexpression est médiée notamment par HIF1. Une autre étude [13] rapporte que l’","oui","","FR/Cancer du sein/Scientifique/page39","Cancer du sein","Scientifique","induit l’hyperexpression","",""
"11113","CREATION","créer","induire",". Ces voies sont également incriminées dans l’explication de la toxicité additive induite au niveau des cellules myocardiques exposées à la doxorubicine puis au trastuzumab. Les phénomènes apoptotiques induits par la doxorubicine sont majorés par l’adjonction du trastuzumab en inhibant les voies de transduction AKT et ERK [32].","oui","passif","FR/Cancer du sein/Scientifique/page4","Cancer du sein","Scientifique","induits par la doxorubicine","",""
"11114","CREATION","créer","induire","autres facteurs de risque d’athérosclérose (tabac, cholestérol, diabète, hypertension artérielle, etc.) qui majore le risque ischémique. Les aspects anatomocliniques des dégâts induits par le trastuzumab et les cytotoxiques et les options de cardioprévention ont été largement discutés dans la littérature [38-41]. Conclusion","oui","passif","FR/Cancer du sein/Scientifique/page4","Cancer du sein","Scientifique","induits par le trastuzumab","",""
"11115","CREATION","créer","induire","(difficultés sexuelles préexistantes), de l'âge [41]. Plusieurs publications récentes font spécifiquement le point de l'impact sur la fonction sexuelle des modifications physiques induites par le traitement du cancer du sein. Broeckel et al. [9] ont comparé le vécu de la sexualité de","plutôt oui","passif","FR/Cancer du sein/Scientifique/page402","Cancer du sein","Scientifique","induites par le traitement","",""
"11116","CREATION","créer","induire","évaluer avec précision. La prise en charge des implications oncologiques sur la vie sexuelle doit être réalisée de façon précoce et adaptée en évoquant les possibilités de modifications physiques induites par le traitement et leurs répercussions potentielles sur la qualité des rapports sexuels ainsi que les moyens de les minimiser. La présence","plutôt oui","passif","FR/Cancer du sein/Scientifique/page402","Cancer du sein","Scientifique","induites par le traitement","",""
"11117","CREATION","créer","induire","en fonction de cette position [23]. Le volume du sein lui-même peut également être la cause d'erreurs de positionnement, notamment en raison de l'œdème induit par l'irradiation . Hector et al. ont retrouvé une augmentation significative du volume mammaire entre les 4e et 8e séances [","oui","passif","FR/Cancer du sein/Scientifique/page404","Cancer du sein","Scientifique","induit par l'irradiation","",""
"11118","CREATION","créer","induire","essentiellement dues aux incertitudes de positionnement tout au long du traitement, en théorie, les erreurs intrafractions peuvent être liées aux mouvements du patient et / ou aux mouvements induits par la respiration ou les battements cardiaques. Cependant, les études, encore limitées, qui se sont intéressées à cette question","plutôt oui","passif","FR/Cancer du sein/Scientifique/page404","Cancer du sein","Scientifique","induits par la respiration","",""
"11119","CREATION","créer","induire","ces patientes ayant une traduction clinique invalidante [1-4]. Environ un quart des femmes de moins de 40 ans traitées pour cancer du sein localisé ont une ménopause induite par la chimiothérapie alors que, entre 40 et 50 ans, la fréquence de la ménopause atteint une femme sur deux dans","oui","passif","FR/Cancer du sein/Scientifique/page49","Cancer du sein","Scientifique","induite par la chimiothérapie","",""
"11120","CREATION","créer","induire","1987. Cette tendance observée dans la population générale devrait être également constatée et amplifiée chez les femmes traitées pour cancer du sein du fait de l’augmentation des ménopauses induites par la chimiothérapie . Physiopathologie Peu d’études se sont intéressées à la physiopathologie des bouffées de chaleur [11, 12]","oui","passif","FR/Cancer du sein/Scientifique/page49","Cancer du sein","Scientifique","induites par la chimiothérapie","",""
"11121","CREATION","créer","induire","sérotoninergiques, les sous-types 5-HT2c exercent un rétrocontrôle négatif sur les récepteurs 5HT2a dont l’activation hypothalamique est responsable de bouffées de chaleur. La baisse du taux d’œstrogènes induit une baisse de la sérotonine, elle-même responsable d’une augmentation de l’expression des récepteurs 5HT2a. L’ensemble de ces","oui","","FR/Cancer du sein/Scientifique/page49","Cancer du sein","Scientifique","induit une baisse","",""
"11122","CREATION","créer","induire","Malgré de petits effectifs qui réduisent la portée de cette série, le placebo se montre supérieur aux aimants pour diminuer la fréquence et l’intensité des bouffées de chaleur induites par le tamoxifène . Dans un autre travail, l’acupuncture a permis une diminution subjective, jugée par autoévaluation, des bouffées","oui","passif","FR/Cancer du sein/Scientifique/page49","Cancer du sein","Scientifique","induites par le tamoxifène","",""
"11123","CREATION","créer","induire","des bouffées de chaleur induites par le tamoxifène. Dans un autre travail, l’acupuncture a permis une diminution subjective, jugée par autoévaluation, des bouffées de chaleur induites par le tamoxifène chez 8 des 12 patientes incluses [18]. Indépendamment de ces interventions non pharmacologiques, il est toujours","oui","passif","FR/Cancer du sein/Scientifique/page49","Cancer du sein","Scientifique","induites par le tamoxifène","",""
"11124","CREATION","créer","induire","sein Aucune étude sur le véralipride (Agreal ®) n’est disponible chez les femmes atteintes de cancer du sein. Comme une étude a montré que le véralipride induisait une augmentation des taux sanguins de déhydroépiandrostérone et d’œstradiol [19], il n’est donc pas recommandé de le","oui","","FR/Cancer du sein/Scientifique/page49","Cancer du sein","Scientifique","induisait une augmentation","",""
"11125","CREATION","créer","induire","SOR de la FNCLCC. Le problème qui a été abordé dans ce texte est celui de gènes de prédisposition, c’est-à-dire de gènes dont les mutations constitutionnelles délétères induisent un sur-risque très important de cancers, en termes de risque absolu. Dans ce domaine, plus encore qu’ailleurs,","oui","","FR/Cancer du sein/Scientifique/page50","Cancer du sein","Scientifique","induisent un sur-risque","",""
"11126","CREATION","créer","induire","extrêmement denses ont une probabilité presque deux fois plus forte d’avoir un faux positif mammographique que les femmes avec des seins graisseux [40]. Les faux négatifs induisent un retard au traitement. Une revue rétrospective des mammographies précédentes après la découverte d’un cancer du sein a montré que","plutôt oui","","FR/Cancer du sein/Scientifique/page50","Cancer du sein","Scientifique","induisent un retard","",""
"11127","CREATION","créer","induire","La possibilité d’évolution de ces positions est forte. Prévention et réduction des risques • Contraception orale (CO) Le débat sur les risques de cancer du sein induit par la prise de CO semble s’orienter vers une position rassurante [53]. Néanmoins, un sur-risque portant sur un","oui","passif","FR/Cancer du sein/Scientifique/page50","Cancer du sein","Scientifique","induit par la prise","",""
"11128","CREATION","créer","induire","apparentés peut être pris en compte. Chirurgie prophylactique, ovariectomie prophylactique Rebbeck et al. [85] ont observé une réduction importante du risque de cancer du sein induit par l’ovariectomie prophylactique en cas de MCD de BRCA1. Dans cette étude, l’âge moyen de réalisation était de 39","oui","passif","FR/Cancer du sein/Scientifique/page50","Cancer du sein","Scientifique","induit par l’ovariectomie","",""
"11129","CREATION","créer","induire",", correspondre à une annexectomie bilatérale. La localisation interstitielle du cancer des trompes est exceptionnelle. Une cœliochirurgie, qui emporterait la zone interstitielle, serait plus complexe et induirait une iatrogénie plus importante. Elle n’est donc pas retenue par les experts. Une ménopause précoce chirurgicale induit un sur-risque","oui","","FR/Cancer du sein/Scientifique/page50","Cancer du sein","Scientifique","induirait une iatrogénie","",""
"11130","CREATION","créer","induire","qui emporterait la zone interstitielle, serait plus complexe et induirait une iatrogénie plus importante. Elle n’est donc pas retenue par les experts. Une ménopause précoce chirurgicale induit un sur-risque d’ostéoporose et de progression d’athérosclérose. Un sur-risque de cancer du côlon est également possible. Par ailleurs","oui","","FR/Cancer du sein/Scientifique/page50","Cancer du sein","Scientifique","induit un sur-risque","",""
"11131","CREATION","créer","induire","de cancer soient prises en charge par des équipes multidisciplinaires, hautement spécialisées. Une telle équipe, qui traiterait par exemple 500 cancers du sein par an, va induire en dix ans une activité de surveillance qui porte sur plus de 4000 patientes ! Le tout sans bénéfice démontré en terme de guérison,","plutôt non","pas très pertinent","FR/Cancer du sein/Scientifique/page503","Cancer du sein","Scientifique","induire en dix ans une activité","",""
"11132","CREATION","créer","induire","une forte concentration de son ARNm, de sa protéine Cox2 et de PGE2 [20]. De plus, la transfection d’HER2 dans la lignée cellulaire MCF7 induit l’expression de Cox2 [21]. On sait que l’activation de MAP kinase entraîne également l’activation par phosphorylation","oui","","FR/Cancer du sein/Scientifique/page61","Cancer du sein","Scientifique","induit l’expression","",""
"11133","CREATION","créer","induire","dans les métastases osseuses, une surexpression de Cox2 et du ligand de l’activateur du récepteur nuclear factor κB ou NFκB (RANKL). En culture, Cox2 induit la production de PGE2 responsable de la résorption osseuse par un mécanisme impliquant les MAP kinases et NFκB ; cette activité est","oui","","FR/Cancer du sein/Scientifique/page61","Cancer du sein","Scientifique","induit la production","",""
"11134","CREATION","créer","induire",", il bloque l’activation d’AP1 [28]. Par ailleurs, une alimentation riche en acides gras n‐3 réduit les taux de Cox1 et Cox2 des tumeurs induites par NMU chez le rat [13]. • Anti‐inflammatoires non stéroïdiens et celecoxib L’inhibition par les AINS de la croissance des tumeurs","plutôt oui","NMU ?","FR/Cancer du sein/Scientifique/page61","Cancer du sein","Scientifique","induites par NMU chez le rat","",""
"11135","CREATION","créer","induire","Cox2 et, 24 heures plus tard, par voie paracrine, une sécrétion d’aromatase. Dans les cellules tumorales des lignées MCF7 et MDA‐MB‐231, les mêmes facteurs induisent l’aromatase par action autocrine [59]. Par ailleurs, la PGE2 produite par les fibroblastes du tissu mammaire normal","plutôt oui","","FR/Cancer du sein/Scientifique/page61","Cancer du sein","Scientifique","induisent l’aromatase","",""
"11136","CREATION","créer","induire","essentielles du BRCA1, durant la puberté et la grossesse pourrait être de protéger le sein contre l’instabilité génétique secondaire à la prolifération des cellules de la glande mammaire induite la sécrétion des estrogènes. Ce gène permettrait la réparation des anomalies de l’ADN. Ceci expliquerait que, dans la","plutôt non","il manque la préposition ""par"" ?","FR/Cancer du sein/Vulgarisation/page50","Cancer du sein","Vulgarisation","induite la sécrétion","",""
